file_id,label
176787-5-0-24,5
50661-5-0-3,5
125678-7-4-3,7
55018-0-0-145,0
77770-9-0-17,9
24347-8-0-5,8
177729-0-0-73,0
101382-2-0-20,2
76085-4-0-27,4
24074-1-0-1,1
66622-4-0-6,4
165039-7-2-1,7
160016-2-0-13,2
148632-8-0-4,8
201652-5-4-9,5
89724-5-0-4,5
101848-9-0-2,9
22601-8-0-34,8
119809-7-0-1,7
104998-7-16-10,7
184805-0-0-88,0
142003-2-0-20,2
118101-3-0-0,3
179865-1-0-0,1
173995-3-0-0,3
102871-8-0-1,8
39857-5-1-1,5
171305-7-22-0,7
157868-8-0-15,8
187075-5-0-2,5
116483-3-1-0,3
22883-7-36-1,7
110622-6-0-0,6
24347-8-0-96,8
157649-3-0-1,3
161129-4-0-15,4
144068-5-0-13,5
157866-8-0-10,8
177726-0-0-2,0
180125-4-0-17,4
62837-7-1-56,7
128160-5-0-13,5
91396-8-0-0,8
99157-9-0-10,9
180937-4-0-11,4
105415-2-0-24,2
178260-7-2-0,7
39856-5-0-13,5
180937-7-3-29,7
148463-7-2-1,7
74364-8-1-3,8
109703-2-0-134,2
22601-8-0-18,8
28385-9-0-44,9
178686-0-0-65,0
28385-9-0-9,9
208030-3-0-0,3
127443-4-0-10,4
81799-3-0-1,3
98223-7-4-0,7
84359-2-0-9,2
117072-3-0-19,3
175296-2-0-86,2
62566-5-0-6,5
110918-3-0-40,3
22883-7-92-0,7
111386-5-0-6,5
76266-2-0-7,2
145608-6-3-0,6
81117-4-0-3,4
71079-4-0-0,4
94632-5-0-25,5
113601-9-0-33,9
156893-7-7-0,7
197073-3-4-3,3
196070-2-0-0,2
77927-3-0-2,3
107842-4-2-3,4
185909-2-0-102,2
63095-4-0-6,4
72259-1-7-1,1
174292-6-2-0,6
75743-0-0-18,0
130961-4-5-4,4
77751-7-7-0,7
200460-6-4-0,6
30204-0-0-2,0
123688-8-0-0,8
113216-5-0-3,5
192382-2-0-8,2
184805-0-0-99,0
180937-4-0-19,4
72015-2-0-0,2
104998-7-3-1,7
13579-2-0-53,2
167701-4-9-1,4
160009-2-0-5,2
152570-9-1-42,9
113202-5-0-2,5
209992-5-3-5,5
108187-3-4-0,3
153261-0-0-1,0
168037-4-7-0,4
162541-1-2-0,1
171305-7-25-0,7
22601-8-0-31,8
123688-8-1-4,8
166421-3-0-31,3
105029-7-4-1,7
165454-0-0-5,0
156634-5-2-3,5
164646-6-0-0,6
162435-6-1-0,6
22347-3-0-0,3
55020-4-0-6,4
16860-9-0-50,9
159748-8-2-3,8
62837-7-0-18,7
138473-9-0-12,9
135160-8-0-2,8
157866-8-0-12,8
177742-0-0-214,0
209864-5-0-1,5
13579-2-0-17,2
177742-0-0-73,0
74458-9-1-12,9
132162-9-1-58,9
117048-3-0-23,3
12647-3-1-0,3
43806-8-0-0,8
72259-1-10-5,1
106015-5-0-1,5
189982-0-0-23,0
155238-2-0-67,2
83502-0-0-5,0
159748-8-2-2,8
72259-1-5-1,1
105029-7-1-12,7
50668-5-6-0,5
13230-0-0-19,0
128607-4-1-2,4
24728-7-1-0,7
159744-8-0-2,8
180127-4-0-7,4
178521-2-0-2,2
145611-6-1-0,6
96169-9-1-10,9
206037-2-0-22,2
146714-0-0-17,0
196076-2-0-0,2
161923-3-0-5,3
168037-4-4-0,4
39884-5-0-4,5
23131-3-4-0,3
72265-3-4-0,3
128160-5-0-14,5
62461-0-0-0,0
118279-8-0-11,8
165067-2-0-9,2
178261-7-3-5,7
73524-0-0-32,0
39884-5-0-7,5
90013-7-0-6,7
180937-7-4-12,7
123688-8-0-14,8
178260-7-3-3,7
188813-7-8-0,7
157867-8-0-27,8
144351-4-2-4,4
169043-2-0-15,2
103249-5-0-4,5
24347-8-0-39,8
156634-5-0-1,5
76568-9-0-14,9
34050-7-0-0,7
96920-9-0-11,9
136399-6-1-0,6
103199-4-7-2,4
161129-4-0-8,4
186336-9-0-1,9
203929-7-9-19,7
118278-4-0-8,4
74364-8-1-15,8
146690-0-0-151,0
77751-7-0-0,7
178260-7-1-6,7
104998-7-15-9,7
128470-3-0-8,3
71529-4-1-6,4
188823-7-5-0,7
125678-7-4-4,7
203356-3-0-1,3
160011-2-0-34,2
169466-4-3-10,4
103199-4-2-4,4
94182-9-0-9,9
115243-9-0-94,9
74226-9-0-6,9
113203-5-5-0,5
29936-3-3-0,3
12812-5-0-0,5
189982-0-0-39,0
205874-4-3-0,4
175849-1-0-0,1
30226-3-1-5,3
159701-6-5-0,6
59800-3-1-0,3
177592-5-0-4,5
103199-4-0-4,4
74726-8-0-8,8
125678-7-0-8,7
107842-4-2-2,4
189982-0-0-19,0
34621-4-0-0,4
95404-3-0-1,3
24347-8-0-92,8
98223-7-9-0,7
24074-1-0-6,1
184805-0-0-81,0
155202-9-0-126,9
35549-9-0-58,9
74726-8-0-13,8
110868-9-0-11,9
74507-0-0-1,0
118963-3-0-0,3
110918-3-0-1,3
39857-5-3-0,5
158977-6-0-0,6
159754-8-0-0,8
40722-8-0-4,8
159708-6-3-0,6
76085-4-0-62,4
185373-9-0-6,9
9031-3-4-0,3
155044-9-0-38,9
74726-8-2-1,8
155242-9-0-35,9
93567-8-0-7,8
74677-0-0-19,0
156869-8-0-6,8
106015-5-0-5,5
132855-2-0-58,2
158597-2-0-33,2
180937-7-1-2,7
50629-4-4-9,4
157866-8-0-4,8
175850-1-0-0,1
123688-8-0-17,8
77751-4-8-0,4
180128-4-7-3,4
162435-6-0-0,6
178520-2-0-27,2
205874-4-6-0,4
180128-4-17-0,4
162134-7-10-3,7
155238-2-0-17,2
135526-6-13-0,6
16860-9-0-30,9
146709-0-0-18,0
54081-9-0-93,9
89948-5-0-0,5
22883-7-43-2,7
107357-8-1-18,8
74726-8-0-3,8
194732-9-0-126,9
162103-0-0-3,0
103249-5-0-11,5
98202-9-0-4,9
194754-3-0-2,3
199929-4-0-0,4
202517-0-0-0,0
157868-8-0-22,8
94632-5-0-33,5
72259-1-9-3,1
156869-8-0-0,8
72259-1-1-0,1
204240-0-0-3,0
159738-8-0-14,8
193699-2-0-109,2
24347-8-0-99,8
39847-5-0-5,5
137969-2-0-41,2
7389-1-4-5,1
57320-0-0-33,0
174786-2-0-30,2
165067-2-0-112,2
15544-5-0-15,5
143970-5-0-3,5
159704-6-0-0,6
75743-0-0-2,0
74513-3-0-5,3
74364-8-1-14,8
104817-4-0-0,4
71866-9-0-32,9
101382-2-0-12,2
207213-2-0-41,2
98681-9-0-12,9
49313-2-0-1,2
31150-2-0-2,2
39847-5-0-7,5
82811-3-4-0,3
24347-8-0-63,8
176787-5-0-19,5
72220-3-2-2,3
167702-4-5-0,4
111386-5-1-8,5
133473-8-0-4,8
83502-0-0-4,0
165454-0-0-12,0
157866-8-0-27,8
113201-5-0-0,5
105289-8-2-2,8
61077-3-1-0,3
182103-9-0-0,9
135544-6-5-0,6
115418-9-0-29,9
146709-0-0-44,0
155299-3-1-2,3
159701-6-2-0,6
146845-0-0-35,0
159747-8-0-16,8
68080-7-0-5,7
24347-8-0-22,8
128152-9-0-49,9
133494-2-0-25,2
45256-1-0-0,1
72829-3-0-2,3
111048-6-0-0,6
74965-4-0-0,4
14387-9-0-12,9
151149-2-0-11,2
55018-0-0-162,0
195451-5-0-2,5
85249-2-0-61,2
101729-0-0-32,0
203929-7-1-3,7
166931-4-1-4,4
155263-2-0-34,2
85362-3-1-0,3
174289-6-0-0,6
105088-3-0-11,3
23219-5-0-4,5
174906-2-0-20,2
104625-4-0-66,4
83502-0-0-3,0
13579-2-0-16,2
85569-0-0-8,0
63932-3-0-2,3
142003-2-0-24,2
172519-9-0-10,9
196079-2-0-0,2
162103-0-0-7,0
137971-2-0-8,2
59594-4-0-3,4
172519-9-0-49,9
14780-9-0-0,9
146709-0-0-48,0
105289-8-2-6,8
66996-8-1-0,8
162103-0-0-10,0
28385-9-0-57,9
95536-3-0-1,3
155263-2-0-12,2
180937-7-3-27,7
74677-0-0-67,0
105029-7-0-6,7
62566-5-0-5,5
195451-5-0-6,5
23219-5-0-5,5
157866-8-0-20,8
94632-5-1-19,5
145206-6-2-0,6
78651-5-0-7,5
207216-2-0-43,2
40722-8-0-6,8
79089-0-0-60,0
63095-4-0-26,4
34056-2-0-80,2
79089-0-0-73,0
168906-9-0-73,9
61789-9-0-16,9
180937-7-3-9,7
201988-5-0-16,5
190893-2-0-28,2
50629-4-1-9,4
137815-4-0-10,4
94636-8-0-21,8
104998-7-15-3,7
148632-8-0-18,8
177621-0-0-2,0
165644-4-0-0,4
62837-7-1-2,7
159761-0-0-7,0
52740-3-0-1,3
154758-5-0-18,5
102842-3-0-1,3
174026-3-1-0,3
197554-2-0-3,2
125520-1-0-0,1
155217-9-0-39,9
168846-5-1-2,5
74507-0-0-22,0
201652-5-2-1,5
171249-1-2-0,1
127443-4-0-8,4
63095-4-0-16,4
135527-6-14-9,6
62837-7-1-41,7
34050-7-1-0,7
188004-8-0-2,8
81799-3-1-0,3
50413-4-0-3,4
40722-8-0-3,8
34621-4-11-0,4
200786-5-0-0,5
187378-3-0-7,3
189985-0-0-6,0
31150-2-0-1,2
177621-0-0-27,0
181624-4-7-0,4
136399-6-0-0,6
155320-3-0-0,3
74677-0-0-21,0
135527-6-2-0,6
148463-7-3-9,7
30206-7-0-32,7
184805-0-0-82,0
174841-1-0-0,1
180128-4-6-2,4
116485-3-0-6,3
98859-7-2-0,7
156634-5-0-11,5
180937-4-0-20,4
159439-2-0-21,2
52882-2-0-8,2
162318-2-0-25,2
203654-9-0-8,9
71080-4-1-0,4
105415-2-0-8,2
203929-7-3-3,7
144028-3-1-1,3
180937-7-1-10,7
18453-3-0-0,3
104998-7-18-13,7
174906-2-0-14,2
187110-2-0-34,2
7390-9-1-12,9
135160-8-0-9,8
100852-0-0-2,0
61077-3-3-0,3
203929-7-2-6,7
172338-9-0-1,9
161129-4-0-20,4
135160-8-0-10,8
162134-7-8-6,7
15356-2-0-1,2
175917-3-0-3,3
118278-4-0-4,4
81791-3-0-0,3
88121-8-0-1,8
209992-5-2-81,5
155227-9-0-3,9
94636-8-0-2,8
83502-0-0-8,0
203929-7-9-9,7
105289-8-2-0,8
17592-5-1-1,5
180937-7-3-30,7
7064-6-3-0,6
174994-3-0-1,3
58005-4-0-26,4
72724-3-2-9,3
146709-0-0-63,0
161010-1-1-0,1
145206-6-4-0,6
171305-7-17-0,7
72829-3-0-0,3
154758-5-0-15,5
172315-9-0-212,9
169466-4-0-12,4
149193-5-0-4,5
87275-1-4-0,1
39856-5-0-12,5
118101-3-0-6,3
24364-4-0-5,4
195451-5-0-21,5
74726-8-2-2,8
88569-2-0-21,2
175904-2-0-64,2
50413-4-0-1,4
159709-6-0-0,6
24347-8-0-25,8
158593-2-0-8,2
144007-5-1-4,5
127443-4-0-2,4
155312-3-0-0,3
54898-8-0-6,8
66000-9-0-1,9
39856-5-0-3,5
171243-9-0-85,9
33696-3-0-0,3
191382-3-0-0,3
34621-4-12-0,4
78651-5-0-13,5
77751-7-1-0,7
177726-0-0-12,0
145206-6-0-0,6
83680-5-0-1,5
16692-5-0-4,5
76085-4-0-81,4
118279-8-0-4,8
93193-9-1-18,9
27349-3-0-6,3
74364-8-1-2,8
180156-1-7-0,1
149255-9-0-4,9
138015-3-0-5,3
78651-5-0-12,5
192236-3-0-6,3
165567-3-4-0,3
171305-7-23-0,7
22883-7-18-0,7
193698-2-0-112,2
125678-7-2-5,7
90013-7-0-4,7
204526-2-0-160,2
180937-7-1-13,7
194962-5-0-1,5
29721-4-0-13,4
203929-7-9-4,7
103258-5-0-7,5
187075-5-0-6,5
22601-8-0-30,8
178686-0-0-17,0
203929-7-9-17,7
79377-9-0-12,9
166942-0-0-5,0
77751-7-9-1,7
197318-6-4-0,6
159738-8-0-15,8
104817-4-0-5,4
33641-3-9-0,3
54187-1-0-4,1
193699-2-0-62,2
189989-0-0-1,0
135527-6-10-0,6
159747-8-0-2,8
30832-3-12-0,3
105029-7-1-10,7
146709-0-0-12,0
207211-2-0-58,2
79089-0-0-63,0
73277-9-0-19,9
14385-9-0-13,9
113601-9-0-3,9
175904-2-0-98,2
179039-9-0-22,9
18581-3-0-5,3
104625-4-0-53,4
41372-3-0-25,3
74677-0-0-14,0
161195-6-0-0,6
151149-2-0-54,2
188823-7-0-4,7
203913-8-1-3,8
107228-5-0-1,5
182103-9-0-8,9
72259-1-7-11,1
49769-5-1-0,5
137815-4-0-0,4
201652-5-3-0,5
128465-1-0-8,1
98263-9-0-24,9
111671-8-0-9,8
54383-0-0-0,0
61626-9-0-3,9
76566-3-0-11,3
159708-6-0-0,6
192124-2-0-5,2
74677-0-0-75,0
135528-6-2-0,6
20285-3-1-0,3
65745-3-0-21,3
128160-5-0-3,5
73524-0-0-101,0
155242-9-0-4,9
105289-8-0-0,8
107228-5-0-5,5
34241-1-0-0,1
138468-1-0-0,1
107228-5-0-6,5
156869-8-0-4,8
35548-9-2-7,9
159752-8-0-0,8
110868-9-0-8,9
151977-0-0-0,0
90014-8-0-3,8
172314-9-0-52,9
180937-7-3-31,7
180977-3-1-0,3
169098-7-4-4,7
104998-7-19-9,7
7965-3-3-0,3
46299-2-0-9,2
171305-7-14-0,7
78360-4-0-17,4
81791-3-0-1,3
9223-2-0-9,2
104998-7-10-15,7
204240-0-0-21,0
113205-5-1-7,5
76568-9-0-11,9
157866-8-0-7,8
148632-8-0-11,8
73524-0-0-137,0
158608-8-0-8,8
22883-7-49-1,7
177742-0-0-3,0
52441-3-0-8,3
197318-6-11-0,6
42117-8-0-13,8
98223-7-7-0,7
103438-5-0-0,5
152908-5-0-9,5
74726-8-0-11,8
105029-7-1-2,7
97193-3-0-1,3
169098-7-0-7,7
146714-0-0-56,0
83502-0-0-2,0
109711-3-1-0,3
100852-0-0-3,0
135527-6-14-3,6
143651-2-0-39,2
93567-8-0-1,8
146714-0-0-13,0
178260-7-2-2,7
156869-8-0-5,8
99812-1-0-0,1
94636-8-0-5,8
162134-7-4-0,7
14772-7-8-0,7
187356-1-5-0,1
204240-0-0-35,0
74922-4-0-2,4
60935-2-0-0,2
139948-3-2-0,3
22883-7-36-0,7
90013-7-0-1,7
180134-4-2-11,4
73524-0-0-74,0
33340-7-7-0,7
162433-6-2-0,6
105289-8-0-5,8
105029-7-3-5,7
74226-9-0-7,9
189981-0-0-4,0
176787-5-0-13,5
202334-9-0-88,9
178825-2-0-9,2
17913-4-0-0,4
70168-3-1-24,3
103199-4-2-6,4
157867-8-0-16,8
7389-1-2-0,1
28808-1-0-8,1
207214-2-0-26,2
22883-7-86-0,7
123688-8-2-0,8
29721-4-0-3,4
7389-1-0-7,1
35548-9-0-10,9
177537-7-0-17,7
147764-4-4-0,4
16692-5-0-9,5
151005-4-0-2,4
135776-2-0-40,2
125678-7-2-1,7
164797-2-0-50,2
174282-6-1-0,6
111671-8-0-10,8
165039-7-12-1,7
74726-8-1-1,8
14527-9-0-7,9
144007-5-1-10,5
177621-0-0-93,0
209992-5-2-26,5
22601-8-0-10,8
135776-2-0-37,2
22601-8-0-15,8
81799-3-1-2,3
154758-5-0-12,5
189023-0-0-2,0
69777-3-0-0,3
55020-4-0-5,4
168037-4-0-0,4
113202-5-0-23,5
146709-0-0-19,0
168037-4-2-0,4
55018-0-0-246,0
196061-2-0-0,2
77233-3-0-67,3
80806-2-0-5,2
203929-7-4-2,7
43805-8-1-0,8
22962-4-0-2,4
180127-4-0-21,4
42117-8-0-7,8
108357-9-0-27,9
72567-1-2-4,1
164782-8-0-6,8
162103-0-0-0,0
111386-5-1-13,5
199769-1-0-8,1
52077-3-0-3,3
177729-0-0-1,0
22973-3-0-0,3
14772-7-6-0,7
46918-5-0-0,5
25039-6-1-0,6
104998-7-16-0,7
28808-1-0-4,1
15564-2-0-0,2
174293-6-0-0,6
7390-9-0-6,9
42955-9-0-22,9
155219-2-0-51,2
33340-7-4-0,7
197320-6-6-0,6
196077-2-0-1,2
93193-9-0-4,9
74364-8-1-12,8
54173-2-0-2,2
117271-3-0-0,3
59277-0-0-0,0
74677-0-0-95,0
159751-8-0-5,8
62837-7-0-21,7
177537-7-0-3,7
105029-7-0-4,7
204773-3-9-0,3
180937-7-2-9,7
165640-4-0-1,4
157950-3-0-0,3
9674-1-0-0,1
184725-3-0-4,3
94631-9-0-16,9
200786-5-1-2,5
95404-3-0-0,3
156362-4-3-6,4
133090-2-0-28,2
118440-4-1-0,4
178261-7-3-3,7
165645-4-5-0,4
202516-0-0-1,0
63932-3-1-1,3
17853-5-0-0,5
185374-9-0-30,9
119809-7-0-5,7
135526-6-11-0,6
102857-5-0-0,5
106015-5-0-6,5
111671-8-0-2,8
160011-2-0-7,2
17578-5-0-24,5
162103-0-0-14,0
71529-4-1-0,4
31884-7-1-3,7
105289-8-2-7,8
133494-2-0-45,2
162540-1-0-0,1
76640-3-0-0,3
135527-6-14-2,6
62837-7-1-15,7
17578-5-0-28,5
135544-6-11-0,6
74513-3-0-0,3
128030-3-2-0,3
201988-5-0-20,5
29722-4-0-0,4
76585-9-0-38,9
71529-4-0-1,4
76085-4-0-55,4
178686-0-0-57,0
159744-8-0-8,8
104625-4-0-21,4
169098-7-4-7,7
197320-6-2-0,6
187920-7-0-0,7
158608-8-0-9,8
84143-2-0-12,2
125678-7-1-2,7
108357-9-0-49,9
144007-5-0-4,5
54898-8-0-7,8
62567-5-1-1,5
47019-2-0-44,2
66000-9-0-0,9
175851-1-0-0,1
108638-9-0-0,9
101382-2-0-21,2
115242-9-0-14,9
84359-2-0-1,2
18594-1-3-0,1
98680-9-0-5,9
7913-3-3-0,3
19503-3-0-0,3
24074-1-0-5,1
206037-2-0-40,2
164797-2-0-16,2
22883-7-37-0,7
203913-8-1-0,8
22601-8-0-2,8
104998-7-17-4,7
54545-3-0-1,3
180937-7-3-22,7
165454-0-0-2,0
74726-8-0-2,8
103074-7-3-2,7
181624-4-9-0,4
178686-0-0-72,0
105088-3-0-8,3
156358-5-0-6,5
108041-9-0-2,9
134717-0-0-24,0
134717-0-0-1,0
66324-9-0-19,9
174292-6-1-0,6
144351-4-3-11,4
188497-2-0-8,2
104817-4-0-1,4
105415-2-0-1,2
115240-9-0-34,9
125678-7-3-2,7
172315-9-0-224,9
73524-0-0-63,0
16692-5-0-6,5
146845-0-0-14,0
111671-8-0-13,8
155217-9-1-24,9
157940-9-0-2,9
174282-6-0-0,6
40722-8-0-8,8
157940-9-0-5,9
171305-7-21-0,7
83502-0-0-10,0
157866-8-0-14,8
159439-2-0-11,2
62837-7-1-44,7
164797-2-0-29,2
7067-6-0-0,6
159752-8-0-2,8
34872-3-0-2,3
196085-2-0-3,2
108041-9-0-9,9
74507-0-0-23,0
133473-8-0-5,8
50668-5-5-1,5
118279-8-0-7,8
185375-9-0-33,9
135526-6-9-0,6
6984-1-0-0,1
93567-8-0-8,8
29937-3-0-4,3
57323-8-0-10,8
187377-4-0-1,4
118558-5-1-2,5
188813-7-7-0,7
157866-8-0-26,8
100652-3-0-1,3
102857-5-0-28,5
57696-4-0-2,4
156362-4-3-5,4
19496-3-1-0,3
49485-9-0-138,9
127443-4-0-5,4
183992-3-0-10,3
42117-8-0-8,8
176787-5-0-28,5
66619-2-0-6,2
62837-7-0-7,7
192269-2-0-11,2
133090-2-0-38,2
196070-2-0-4,2
128470-3-0-0,3
146709-0-0-26,0
41372-3-0-51,3
166101-5-0-3,5
201207-3-29-0,3
62878-8-0-1,8
188813-7-12-0,7
4918-3-3-0,3
127873-0-0-0,0
108638-9-0-2,9
154758-5-0-16,5
9674-1-0-2,1
50901-0-0-0,0
171243-9-0-11,9
146186-5-0-4,5
39857-5-1-2,5
179039-9-0-40,9
146690-0-0-43,0
203424-9-0-34,9
188813-7-3-0,7
159747-8-0-13,8
191687-3-0-15,3
168846-5-1-10,5
22601-8-0-26,8
105029-7-1-9,7
39856-5-0-11,5
123688-8-0-16,8
28808-1-0-3,1
157867-8-0-17,8
76094-6-1-0,6
159738-8-0-16,8
60608-9-0-1,9
36429-2-0-15,2
164194-2-0-14,2
118587-3-0-2,3
71088-4-0-0,4
113202-5-0-10,5
178099-9-0-0,9
146714-0-0-0,0
155243-9-0-32,9
196085-2-0-4,2
176787-5-0-10,5
180125-4-3-24,4
84143-2-0-13,2
34871-3-11-0,3
74677-0-0-56,0
100852-0-0-29,0
33340-7-8-0,7
180128-4-7-2,4
79377-9-0-13,9
128160-5-0-12,5
23219-5-1-2,5
178260-7-0-0,7
163460-6-0-0,6
144007-5-0-13,5
57323-8-2-0,8
34708-6-5-0,6
46669-4-0-9,4
101382-2-0-45,2
110868-9-0-13,9
22601-8-0-11,8
29937-3-0-6,3
103249-5-0-18,5
74726-8-0-15,8
46669-4-0-2,4
24347-8-0-42,8
71086-4-1-0,4
184805-0-0-75,0
121285-0-0-3,0
145608-6-1-0,6
157695-3-0-8,3
185436-1-3-0,1
33849-3-4-0,3
193698-2-0-89,2
4912-3-0-0,3
94636-8-0-20,8
161129-4-0-10,4
21683-9-0-30,9
176787-5-0-8,5
146690-0-0-47,0
188813-7-4-0,7
57584-4-0-0,4
62837-7-0-15,7
60846-0-0-0,0
103258-5-0-5,5
76086-4-0-14,4
79089-0-0-135,0
14527-9-0-0,9
39967-9-0-78,9
148838-6-1-0,6
29721-4-0-6,4
165567-3-3-0,3
207214-2-0-68,2
146714-0-0-36,0
159751-8-0-7,8
151149-2-0-56,2
55018-0-0-2,0
180127-4-0-9,4
172460-9-0-94,9
159747-8-0-17,8
177621-0-0-0,0
194321-9-0-241,9
203128-3-9-0,3
101729-0-0-19,0
156358-5-0-1,5
156362-4-0-0,4
39857-5-1-3,5
105289-8-1-3,8
54858-3-1-2,3
77751-7-3-0,7
201652-5-4-2,5
197320-6-8-0,6
81799-3-0-0,3
203654-9-0-60,9
165166-8-0-6,8
34621-4-8-0,4
74677-0-0-3,0
189982-0-0-36,0
76266-2-0-91,2
103258-5-0-11,5
115241-9-0-20,9
132855-2-0-77,2
180937-7-1-4,7
121286-0-0-1,0
115418-9-0-12,9
153261-0-0-3,0
17853-5-0-10,5
184623-8-1-0,8
139948-3-1-0,3
162134-7-2-0,7
165645-4-3-0,4
171305-7-0-0,7
165641-4-0-0,4
113201-5-0-3,5
73277-9-0-0,9
14113-4-0-0,4
50416-4-0-1,4
135544-6-16-0,6
152588-3-0-0,3
145390-9-0-34,9
150341-3-0-0,3
50223-3-0-3,3
132855-2-0-99,2
49485-9-0-154,9
99179-9-0-38,9
62564-5-0-5,5
201988-5-0-21,5
177592-5-0-3,5
180937-4-0-14,4
85362-3-0-0,3
179386-3-0-2,3
76091-6-0-0,6
106905-8-0-2,8
55018-0-0-148,0
77770-9-0-6,9
57584-4-0-2,4
15544-5-0-4,5
